Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Ivory Coast,,Abidjan,1,1,1995,82.6
Africa,Ivory Coast,,Abidjan,1,2,1995,82.3
Africa,Ivory Coast,,Abidjan,1,3,1995,81
Africa,Ivory Coast,,Abidjan,1,4,1995,83.3
Africa,Ivory Coast,,Abidjan,1,5,1995,83.4
Africa,Ivory Coast,,Abidjan,1,6,1995,84.1
Africa,Ivory Coast,,Abidjan,1,7,1995,82.5
Africa,Ivory Coast,,Abidjan,1,8,1995,81.3
Africa,Ivory Coast,,Abidjan,1,9,1995,79.7
Africa,Ivory Coast,,Abidjan,1,10,1995,80.9
Africa,Ivory Coast,,Abidjan,1,11,1995,77.5
Africa,Ivory Coast,,Abidjan,1,12,1995,73.8
Africa,Ivory Coast,,Abidjan,1,13,1995,73
Africa,Ivory Coast,,Abidjan,1,14,1995,74.9
Africa,Ivory Coast,,Abidjan,1,15,1995,76.7
Africa,Ivory Coast,,Abidjan,1,16,1995,78.9
Africa,Ivory Coast,,Abidjan,1,17,1995,80.9
Africa,Ivory Coast,,Abidjan,1,18,1995,80.1
Africa,Ivory Coast,,Abidjan,1,19,1995,80.3
Africa,Ivory Coast,,Abidjan,1,20,1995,79
Africa,Ivory Coast,,Abidjan,1,21,1995,75.7
Africa,Ivory Coast,,Abidjan,1,22,1995,78.3
Africa,Ivory Coast,,Abidjan,1,23,1995,77
Africa,Ivory Coast,,Abidjan,1,24,1995,82.4
Africa,Ivory Coast,,Abidjan,1,25,1995,82.6
Africa,Ivory Coast,,Abidjan,1,26,1995,79.8
Africa,Ivory Coast,,Abidjan,1,27,1995,80.8
Africa,Ivory Coast,,Abidjan,1,28,1995,79.8
Africa,Ivory Coast,,Abidjan,1,29,1995,81.1
Africa,Ivory Coast,,Abidjan,1,30,1995,82.4
Africa,Ivory Coast,,Abidjan,1,31,1995,81.3
Africa,Ivory Coast,,Abidjan,2,1,1995,81.1
Africa,Ivory Coast,,Abidjan,2,2,1995,81.6
Africa,Ivory Coast,,Abidjan,2,3,1995,80.4
Africa,Ivory Coast,,Abidjan,2,4,1995,80.1
Africa,Ivory Coast,,Abidjan,2,5,1995,80.4
Africa,Ivory Coast,,Abidjan,2,6,1995,80.4
Africa,Ivory Coast,,Abidjan,2,7,1995,82.3
Africa,Ivory Coast,,Abidjan,2,8,1995,82.6
Africa,Ivory Coast,,Abidjan,2,9,1995,83
Africa,Ivory Coast,,Abidjan,2,10,1995,82.7
Africa,Ivory Coast,,Abidjan,2,11,1995,82.2
Africa,Ivory Coast,,Abidjan,2,12,1995,82.9
Africa,Ivory Coast,,Abidjan,2,13,1995,81
Africa,Ivory Coast,,Abidjan,2,14,1995,81.6
Africa,Ivory Coast,,Abidjan,2,15,1995,81.8
Africa,Ivory Coast,,Abidjan,2,16,1995,81.9
Africa,Ivory Coast,,Abidjan,2,17,1995,83.1
Africa,Ivory Coast,,Abidjan,2,18,1995,83.6
Africa,Ivory Coast,,Abidjan,2,19,1995,83.2
Africa,Ivory Coast,,Abidjan,2,20,1995,84.7
Africa,Ivory Coast,,Abidjan,2,21,1995,82.3
Africa,Ivory Coast,,Abidjan,2,22,1995,84.6
Africa,Ivory Coast,,Abidjan,2,23,1995,84.5
Africa,Ivory Coast,,Abidjan,2,24,1995,84.8
Africa,Ivory Coast,,Abidjan,2,25,1995,84.3
Africa,Ivory Coast,,Abidjan,2,26,1995,84
Africa,Ivory Coast,,Abidjan,2,27,1995,84.2
Africa,Ivory Coast,,Abidjan,2,28,1995,83.9
Africa,Ivory Coast,,Abidjan,3,1,1995,83.4
Africa,Ivory Coast,,Abidjan,3,2,1995,82.8
Africa,Ivory Coast,,Abidjan,3,3,1995,81.4
Africa,Ivory Coast,,Abidjan,3,4,1995,81.8
Africa,Ivory Coast,,Abidjan,3,5,1995,83.7
Africa,Ivory Coast,,Abidjan,3,6,1995,84.3
Africa,Ivory Coast,,Abidjan,3,7,1995,84
Africa,Ivory Coast,,Abidjan,3,8,1995,83.2
Africa,Ivory Coast,,Abidjan,3,9,1995,77.8
Africa,Ivory Coast,,Abidjan,3,10,1995,81.1
Africa,Ivory Coast,,Abidjan,3,11,1995,81.7
Africa,Ivory Coast,,Abidjan,3,12,1995,80.8
Africa,Ivory Coast,,Abidjan,3,13,1995,84.2
Africa,Ivory Coast,,Abidjan,3,14,1995,84
Africa,Ivory Coast,,Abidjan,3,15,1995,80.3
Africa,Ivory Coast,,Abidjan,3,16,1995,83.4
Africa,Ivory Coast,,Abidjan,3,17,1995,82.4
Africa,Ivory Coast,,Abidjan,3,18,1995,77.8
Africa,Ivory Coast,,Abidjan,3,19,1995,82.2
Africa,Ivory Coast,,Abidjan,3,20,1995,83
Africa,Ivory Coast,,Abidjan,3,21,1995,84.6
Africa,Ivory Coast,,Abidjan,3,22,1995,81
Africa,Ivory Coast,,Abidjan,3,23,1995,81.1
Africa,Ivory Coast,,Abidjan,3,24,1995,84.1
Africa,Ivory Coast,,Abidjan,3,25,1995,83.8
Africa,Ivory Coast,,Abidjan,3,26,1995,84.2
Africa,Ivory Coast,,Abidjan,3,27,1995,83.1
Africa,Ivory Coast,,Abidjan,3,28,1995,82.4
Africa,Ivory Coast,,Abidjan,3,29,1995,81.8
Africa,Ivory Coast,,Abidjan,3,30,1995,84.7
Africa,Ivory Coast,,Abidjan,3,31,1995,84.8
Africa,Ivory Coast,,Abidjan,4,1,1995,83.9
Africa,Ivory Coast,,Abidjan,4,2,1995,81.9
Africa,Ivory Coast,,Abidjan,4,3,1995,79.7
Africa,Ivory Coast,,Abidjan,4,4,1995,82.5
Africa,Ivory Coast,,Abidjan,4,5,1995,84.7
Africa,Ivory Coast,,Abidjan,4,6,1995,82.8
Africa,Ivory Coast,,Abidjan,4,7,1995,86.1
Africa,Ivory Coast,,Abidjan,4,8,1995,85.1
Africa,Ivory Coast,,Abidjan,4,9,1995,81.3
Africa,Ivory Coast,,Abidjan,4,10,1995,84.2
Africa,Ivory Coast,,Abidjan,4,11,1995,84.9
Africa,Ivory Coast,,Abidjan,4,12,1995,85.9
Africa,Ivory Coast,,Abidjan,4,13,1995,84.2
Africa,Ivory Coast,,Abidjan,4,14,1995,86
Africa,Ivory Coast,,Abidjan,4,15,1995,86.7
Africa,Ivory Coast,,Abidjan,4,16,1995,84.9
Africa,Ivory Coast,,Abidjan,4,17,1995,76.9
Africa,Ivory Coast,,Abidjan,4,18,1995,82.4
Africa,Ivory Coast,,Abidjan,4,19,1995,85.1
Africa,Ivory Coast,,Abidjan,4,20,1995,84.6
Africa,Ivory Coast,,Abidjan,4,21,1995,82.6
Africa,Ivory Coast,,Abidjan,4,22,1995,83.5
Africa,Ivory Coast,,Abidjan,4,23,1995,84.1
Africa,Ivory Coast,,Abidjan,4,24,1995,79.5
Africa,Ivory Coast,,Abidjan,4,25,1995,82.4
Africa,Ivory Coast,,Abidjan,4,26,1995,83.8
Africa,Ivory Coast,,Abidjan,4,27,1995,83.4
Africa,Ivory Coast,,Abidjan,4,28,1995,84.4
Africa,Ivory Coast,,Abidjan,4,29,1995,80.8
Africa,Ivory Coast,,Abidjan,4,30,1995,81.3
Africa,Ivory Coast,,Abidjan,5,1,1995,81.1
Africa,Ivory Coast,,Abidjan,5,2,1995,82.4
Africa,Ivory Coast,,Abidjan,5,3,1995,83.2
Africa,Ivory Coast,,Abidjan,5,4,1995,85.1
Africa,Ivory Coast,,Abidjan,5,5,1995,83.3
Africa,Ivory Coast,,Abidjan,5,6,1995,83.7
Africa,Ivory Coast,,Abidjan,5,7,1995,84
Africa,Ivory Coast,,Abidjan,5,8,1995,82.4
Africa,Ivory Coast,,Abidjan,5,9,1995,80.6
Africa,Ivory Coast,,Abidjan,5,10,1995,82.5
Africa,Ivory Coast,,Abidjan,5,11,1995,83.3
Africa,Ivory Coast,,Abidjan,5,12,1995,81.2
Africa,Ivory Coast,,Abidjan,5,13,1995,83
Africa,Ivory Coast,,Abidjan,5,14,1995,83.3
Africa,Ivory Coast,,Abidjan,5,15,1995,81.3
Africa,Ivory Coast,,Abidjan,5,16,1995,84.3
Africa,Ivory Coast,,Abidjan,5,17,1995,83.9
Africa,Ivory Coast,,Abidjan,5,18,1995,82.6
Africa,Ivory Coast,,Abidjan,5,19,1995,83.3
Africa,Ivory Coast,,Abidjan,5,20,1995,83.9
Africa,Ivory Coast,,Abidjan,5,21,1995,85.2
Africa,Ivory Coast,,Abidjan,5,22,1995,82
Africa,Ivory Coast,,Abidjan,5,23,1995,82.6
Africa,Ivory Coast,,Abidjan,5,24,1995,79.1
Africa,Ivory Coast,,Abidjan,5,25,1995,80.3
Africa,Ivory Coast,,Abidjan,5,26,1995,82.5
Africa,Ivory Coast,,Abidjan,5,27,1995,82
Africa,Ivory Coast,,Abidjan,5,28,1995,81
Africa,Ivory Coast,,Abidjan,5,29,1995,79.2
Africa,Ivory Coast,,Abidjan,5,30,1995,81.3
Africa,Ivory Coast,,Abidjan,5,31,1995,80.9
Africa,Ivory Coast,,Abidjan,6,1,1995,81.6
Africa,Ivory Coast,,Abidjan,6,2,1995,83.2
Africa,Ivory Coast,,Abidjan,6,3,1995,81.1
Africa,Ivory Coast,,Abidjan,6,4,1995,82.6
Africa,Ivory Coast,,Abidjan,6,5,1995,83.5
Africa,Ivory Coast,,Abidjan,6,6,1995,79.6
Africa,Ivory Coast,,Abidjan,6,7,1995,78.7
Africa,Ivory Coast,,Abidjan,6,8,1995,81.7
Africa,Ivory Coast,,Abidjan,6,9,1995,79.1
Africa,Ivory Coast,,Abidjan,6,10,1995,80.8
Africa,Ivory Coast,,Abidjan,6,11,1995,80.8
Africa,Ivory Coast,,Abidjan,6,12,1995,80.9
Africa,Ivory Coast,,Abidjan,6,13,1995,78.7
Africa,Ivory Coast,,Abidjan,6,14,1995,78.3
Africa,Ivory Coast,,Abidjan,6,15,1995,81.9
Africa,Ivory Coast,,Abidjan,6,16,1995,83
Africa,Ivory Coast,,Abidjan,6,17,1995,79.9
Africa,Ivory Coast,,Abidjan,6,18,1995,79
Africa,Ivory Coast,,Abidjan,6,19,1995,82.2
Africa,Ivory Coast,,Abidjan,6,20,1995,78.9
Africa,Ivory Coast,,Abidjan,6,21,1995,81.5
Africa,Ivory Coast,,Abidjan,6,22,1995,81.5
Africa,Ivory Coast,,Abidjan,6,23,1995,82.5
Africa,Ivory Coast,,Abidjan,6,24,1995,82.1
Africa,Ivory Coast,,Abidjan,6,25,1995,82.4
Africa,Ivory Coast,,Abidjan,6,26,1995,81.3
Africa,Ivory Coast,,Abidjan,6,27,1995,78.9
Africa,Ivory Coast,,Abidjan,6,28,1995,78.3
Africa,Ivory Coast,,Abidjan,6,29,1995,79.4
Africa,Ivory Coast,,Abidjan,6,30,1995,80.5
Africa,Ivory Coast,,Abidjan,7,1,1995,80.8
Africa,Ivory Coast,,Abidjan,7,2,1995,79.1
Africa,Ivory Coast,,Abidjan,7,3,1995,79.3
Africa,Ivory Coast,,Abidjan,7,4,1995,74.4
Africa,Ivory Coast,,Abidjan,7,5,1995,78.5
Africa,Ivory Coast,,Abidjan,7,6,1995,80.4
Africa,Ivory Coast,,Abidjan,7,7,1995,80
Africa,Ivory Coast,,Abidjan,7,8,1995,79.5
Africa,Ivory Coast,,Abidjan,7,9,1995,80.3
Africa,Ivory Coast,,Abidjan,7,10,1995,79.9
Africa,Ivory Coast,,Abidjan,7,11,1995,80.3
Africa,Ivory Coast,,Abidjan,7,12,1995,80.6
Africa,Ivory Coast,,Abidjan,7,13,1995,80.2
Africa,Ivory Coast,,Abidjan,7,14,1995,77.9
Africa,Ivory Coast,,Abidjan,7,15,1995,79.7
Africa,Ivory Coast,,Abidjan,7,16,1995,78.8
Africa,Ivory Coast,,Abidjan,7,17,1995,78.4
Africa,Ivory Coast,,Abidjan,7,18,1995,79
Africa,Ivory Coast,,Abidjan,7,19,1995,78.1
Africa,Ivory Coast,,Abidjan,7,20,1995,78.7
Africa,Ivory Coast,,Abidjan,7,21,1995,78.8
Africa,Ivory Coast,,Abidjan,7,22,1995,77.8
Africa,Ivory Coast,,Abidjan,7,23,1995,77.1
Africa,Ivory Coast,,Abidjan,7,24,1995,77
Africa,Ivory Coast,,Abidjan,7,25,1995,77.5
Africa,Ivory Coast,,Abidjan,7,26,1995,75.5
Africa,Ivory Coast,,Abidjan,7,27,1995,76.2
Africa,Ivory Coast,,Abidjan,7,28,1995,77.3
Africa,Ivory Coast,,Abidjan,7,29,1995,77.2
Africa,Ivory Coast,,Abidjan,7,30,1995,76.5
Africa,Ivory Coast,,Abidjan,7,31,1995,78.7
Africa,Ivory Coast,,Abidjan,8,1,1995,78.6
Africa,Ivory Coast,,Abidjan,8,2,1995,79.2
Africa,Ivory Coast,,Abidjan,8,3,1995,78.6
Africa,Ivory Coast,,Abidjan,8,4,1995,78.1
Africa,Ivory Coast,,Abidjan,8,5,1995,77.7
Africa,Ivory Coast,,Abidjan,8,6,1995,78.5
Africa,Ivory Coast,,Abidjan,8,7,1995,77.8
Africa,Ivory Coast,,Abidjan,8,8,1995,74.5
Africa,Ivory Coast,,Abidjan,8,9,1995,77.1
Africa,Ivory Coast,,Abidjan,8,10,1995,77.1
Africa,Ivory Coast,,Abidjan,8,11,1995,78.5
Africa,Ivory Coast,,Abidjan,8,12,1995,77.6
Africa,Ivory Coast,,Abidjan,8,13,1995,77.8
Africa,Ivory Coast,,Abidjan,8,14,1995,77.9
Africa,Ivory Coast,,Abidjan,8,15,1995,77.7
Africa,Ivory Coast,,Abidjan,8,16,1995,78.2
Africa,Ivory Coast,,Abidjan,8,17,1995,77.3
Africa,Ivory Coast,,Abidjan,8,18,1995,78
Africa,Ivory Coast,,Abidjan,8,19,1995,77.7
Africa,Ivory Coast,,Abidjan,8,20,1995,78
Africa,Ivory Coast,,Abidjan,8,21,1995,76.8
Africa,Ivory Coast,,Abidjan,8,22,1995,76.9
Africa,Ivory Coast,,Abidjan,8,23,1995,77.7
Africa,Ivory Coast,,Abidjan,8,24,1995,75.8
Africa,Ivory Coast,,Abidjan,8,25,1995,76.9
Africa,Ivory Coast,,Abidjan,8,26,1995,-99
Africa,Ivory Coast,,Abidjan,8,27,1995,75.9
Africa,Ivory Coast,,Abidjan,8,28,1995,77
Africa,Ivory Coast,,Abidjan,8,29,1995,76.8
Africa,Ivory Coast,,Abidjan,8,30,1995,77.9
Africa,Ivory Coast,,Abidjan,8,31,1995,78.3
Africa,Ivory Coast,,Abidjan,9,1,1995,78.1
Africa,Ivory Coast,,Abidjan,9,2,1995,77.3
Africa,Ivory Coast,,Abidjan,9,3,1995,77
Africa,Ivory Coast,,Abidjan,9,4,1995,78.2
Africa,Ivory Coast,,Abidjan,9,5,1995,77.2
Africa,Ivory Coast,,Abidjan,9,6,1995,77.6
Africa,Ivory Coast,,Abidjan,9,7,1995,78
Africa,Ivory Coast,,Abidjan,9,8,1995,77.6
Africa,Ivory Coast,,Abidjan,9,9,1995,76.5
Africa,Ivory Coast,,Abidjan,9,10,1995,76.9
Africa,Ivory Coast,,Abidjan,9,11,1995,77.8
Africa,Ivory Coast,,Abidjan,9,12,1995,76.7
Africa,Ivory Coast,,Abidjan,9,13,1995,75.8
Africa,Ivory Coast,,Abidjan,9,14,1995,77.2
Africa,Ivory Coast,,Abidjan,9,15,1995,76.9
Africa,Ivory Coast,,Abidjan,9,16,1995,76.9
Africa,Ivory Coast,,Abidjan,9,17,1995,76.9
Africa,Ivory Coast,,Abidjan,9,18,1995,78.2
Africa,Ivory Coast,,Abidjan,9,19,1995,76.5
Africa,Ivory Coast,,Abidjan,9,20,1995,77.8
Africa,Ivory Coast,,Abidjan,9,21,1995,77.9
Africa,Ivory Coast,,Abidjan,9,22,1995,76.1
Africa,Ivory Coast,,Abidjan,9,23,1995,78.5
Africa,Ivory Coast,,Abidjan,9,24,1995,77.1
Africa,Ivory Coast,,Abidjan,9,25,1995,77.5
Africa,Ivory Coast,,Abidjan,9,26,1995,78
Africa,Ivory Coast,,Abidjan,9,27,1995,76.9
Africa,Ivory Coast,,Abidjan,9,28,1995,76.9
Africa,Ivory Coast,,Abidjan,9,29,1995,77.4
Africa,Ivory Coast,,Abidjan,9,30,1995,76.5
Africa,Ivory Coast,,Abidjan,10,1,1995,77.4
Africa,Ivory Coast,,Abidjan,10,2,1995,77.4
Africa,Ivory Coast,,Abidjan,10,3,1995,78.6
Africa,Ivory Coast,,Abidjan,10,4,1995,76.7
Africa,Ivory Coast,,Abidjan,10,5,1995,77
Africa,Ivory Coast,,Abidjan,10,6,1995,77.1
Africa,Ivory Coast,,Abidjan,10,7,1995,76.9
Africa,Ivory Coast,,Abidjan,10,8,1995,78.7
Africa,Ivory Coast,,Abidjan,10,9,1995,79.1
Africa,Ivory Coast,,Abidjan,10,10,1995,79.5
Africa,Ivory Coast,,Abidjan,10,11,1995,78.7
Africa,Ivory Coast,,Abidjan,10,12,1995,78.6
Africa,Ivory Coast,,Abidjan,10,13,1995,80.7
Africa,Ivory Coast,,Abidjan,10,14,1995,80.1
Africa,Ivory Coast,,Abidjan,10,15,1995,79
Africa,Ivory Coast,,Abidjan,10,16,1995,80.1
Africa,Ivory Coast,,Abidjan,10,17,1995,79.4
Africa,Ivory Coast,,Abidjan,10,18,1995,80.2
Africa,Ivory Coast,,Abidjan,10,19,1995,81.1
Africa,Ivory Coast,,Abidjan,10,20,1995,78.7
Africa,Ivory Coast,,Abidjan,10,21,1995,79.5
Africa,Ivory Coast,,Abidjan,10,22,1995,78.7
Africa,Ivory Coast,,Abidjan,10,23,1995,80.5
Africa,Ivory Coast,,Abidjan,10,24,1995,80.5
Africa,Ivory Coast,,Abidjan,10,25,1995,79.6
Africa,Ivory Coast,,Abidjan,10,26,1995,81.9
Africa,Ivory Coast,,Abidjan,10,27,1995,76.9
Africa,Ivory Coast,,Abidjan,10,28,1995,80.3
Africa,Ivory Coast,,Abidjan,10,29,1995,82
Africa,Ivory Coast,,Abidjan,10,30,1995,80.3
Africa,Ivory Coast,,Abidjan,10,31,1995,81.1
Africa,Ivory Coast,,Abidjan,11,1,1995,81.6
Africa,Ivory Coast,,Abidjan,11,2,1995,78.7
Africa,Ivory Coast,,Abidjan,11,3,1995,80
Africa,Ivory Coast,,Abidjan,11,4,1995,77.8
Africa,Ivory Coast,,Abidjan,11,5,1995,79.4
Africa,Ivory Coast,,Abidjan,11,6,1995,79.8
Africa,Ivory Coast,,Abidjan,11,7,1995,82.1
Africa,Ivory Coast,,Abidjan,11,8,1995,81.9
Africa,Ivory Coast,,Abidjan,11,9,1995,82.8
Africa,Ivory Coast,,Abidjan,11,10,1995,83.2
Africa,Ivory Coast,,Abidjan,11,11,1995,82.4
Africa,Ivory Coast,,Abidjan,11,12,1995,81.7
Africa,Ivory Coast,,Abidjan,11,13,1995,82.1
Africa,Ivory Coast,,Abidjan,11,14,1995,82.4
Africa,Ivory Coast,,Abidjan,11,15,1995,82.1
Africa,Ivory Coast,,Abidjan,11,16,1995,81.5
Africa,Ivory Coast,,Abidjan,11,17,1995,83.3
Africa,Ivory Coast,,Abidjan,11,18,1995,82.3
Africa,Ivory Coast,,Abidjan,11,19,1995,79.6
Africa,Ivory Coast,,Abidjan,11,20,1995,81.5
Africa,Ivory Coast,,Abidjan,11,21,1995,82.2
Africa,Ivory Coast,,Abidjan,11,22,1995,83.9
Africa,Ivory Coast,,Abidjan,11,23,1995,81.8
Africa,Ivory Coast,,Abidjan,11,24,1995,83.4
Africa,Ivory Coast,,Abidjan,11,25,1995,82.9
Africa,Ivory Coast,,Abidjan,11,26,1995,82.1
Africa,Ivory Coast,,Abidjan,11,27,1995,82.6
Africa,Ivory Coast,,Abidjan,11,28,1995,84.2
Africa,Ivory Coast,,Abidjan,11,29,1995,83.2
Africa,Ivory Coast,,Abidjan,11,30,1995,83.1
Africa,Ivory Coast,,Abidjan,12,1,1995,83.4
Africa,Ivory Coast,,Abidjan,12,2,1995,80.8
Africa,Ivory Coast,,Abidjan,12,3,1995,81.6
Africa,Ivory Coast,,Abidjan,12,4,1995,82.8
Africa,Ivory Coast,,Abidjan,12,5,1995,81.5
Africa,Ivory Coast,,Abidjan,12,6,1995,79.9
Africa,Ivory Coast,,Abidjan,12,7,1995,82
Africa,Ivory Coast,,Abidjan,12,8,1995,80.7
Africa,Ivory Coast,,Abidjan,12,9,1995,82.8
Africa,Ivory Coast,,Abidjan,12,10,1995,79.9
Africa,Ivory Coast,,Abidjan,12,11,1995,80.1
Africa,Ivory Coast,,Abidjan,12,12,1995,81.9
Africa,Ivory Coast,,Abidjan,12,13,1995,84.1
Africa,Ivory Coast,,Abidjan,12,14,1995,86.2
Africa,Ivory Coast,,Abidjan,12,15,1995,83.1
Africa,Ivory Coast,,Abidjan,12,16,1995,83.4
Africa,Ivory Coast,,Abidjan,12,17,1995,83.7
Africa,Ivory Coast,,Abidjan,12,18,1995,84.1
Africa,Ivory Coast,,Abidjan,12,19,1995,84.5
Africa,Ivory Coast,,Abidjan,12,20,1995,81
Africa,Ivory Coast,,Abidjan,12,21,1995,79.3
Africa,Ivory Coast,,Abidjan,12,22,1995,80.2
Africa,Ivory Coast,,Abidjan,12,23,1995,78.7
Africa,Ivory Coast,,Abidjan,12,24,1995,78.3
Africa,Ivory Coast,,Abidjan,12,25,1995,78.8
Africa,Ivory Coast,,Abidjan,12,26,1995,80.8
Africa,Ivory Coast,,Abidjan,12,27,1995,77.8
Africa,Ivory Coast,,Abidjan,12,28,1995,77.3
Africa,Ivory Coast,,Abidjan,12,29,1995,78
Africa,Ivory Coast,,Abidjan,12,30,1995,77.9
Africa,Ivory Coast,,Abidjan,12,31,1995,78.9
Africa,Ivory Coast,,Abidjan,1,1,1996,79.6
Africa,Ivory Coast,,Abidjan,1,2,1996,81.2
Africa,Ivory Coast,,Abidjan,1,3,1996,82.2
Africa,Ivory Coast,,Abidjan,1,4,1996,83
Africa,Ivory Coast,,Abidjan,1,5,1996,82.1
Africa,Ivory Coast,,Abidjan,1,6,1996,81.8
Africa,Ivory Coast,,Abidjan,1,7,1996,80.3
Africa,Ivory Coast,,Abidjan,1,8,1996,81.2
Africa,Ivory Coast,,Abidjan,1,9,1996,81.2
Africa,Ivory Coast,,Abidjan,1,10,1996,80.8
Africa,Ivory Coast,,Abidjan,1,11,1996,81
Africa,Ivory Coast,,Abidjan,1,12,1996,79.2
Africa,Ivory Coast,,Abidjan,1,13,1996,80.9
Africa,Ivory Coast,,Abidjan,1,14,1996,79.8
Africa,Ivory Coast,,Abidjan,1,15,1996,80
Africa,Ivory Coast,,Abidjan,1,16,1996,80.1
Africa,Ivory Coast,,Abidjan,1,17,1996,81.1
Africa,Ivory Coast,,Abidjan,1,18,1996,81
Africa,Ivory Coast,,Abidjan,1,19,1996,80.3
Africa,Ivory Coast,,Abidjan,1,20,1996,79.5
Africa,Ivory Coast,,Abidjan,1,21,1996,79.1
Africa,Ivory Coast,,Abidjan,1,22,1996,80.3
Africa,Ivory Coast,,Abidjan,1,23,1996,80.4
Africa,Ivory Coast,,Abidjan,1,24,1996,80
Africa,Ivory Coast,,Abidjan,1,25,1996,79.9
Africa,Ivory Coast,,Abidjan,1,26,1996,80.4
Africa,Ivory Coast,,Abidjan,1,27,1996,80.1
Africa,Ivory Coast,,Abidjan,1,28,1996,80.4
Africa,Ivory Coast,,Abidjan,1,29,1996,81.8
Africa,Ivory Coast,,Abidjan,1,30,1996,81.3
Africa,Ivory Coast,,Abidjan,1,31,1996,83.4
Africa,Ivory Coast,,Abidjan,2,1,1996,83.3
Africa,Ivory Coast,,Abidjan,2,2,1996,82.3
Africa,Ivory Coast,,Abidjan,2,3,1996,81.3
Africa,Ivory Coast,,Abidjan,2,4,1996,79.5
Africa,Ivory Coast,,Abidjan,2,5,1996,81
Africa,Ivory Coast,,Abidjan,2,6,1996,81.2
Africa,Ivory Coast,,Abidjan,2,7,1996,81.7
Africa,Ivory Coast,,Abidjan,2,8,1996,81.5
Africa,Ivory Coast,,Abidjan,2,9,1996,82.8
Africa,Ivory Coast,,Abidjan,2,10,1996,81.7
Africa,Ivory Coast,,Abidjan,2,11,1996,81.6
Africa,Ivory Coast,,Abidjan,2,12,1996,80.9
Africa,Ivory Coast,,Abidjan,2,13,1996,80.2
Africa,Ivory Coast,,Abidjan,2,14,1996,79.9
Africa,Ivory Coast,,Abidjan,2,15,1996,79.7
Africa,Ivory Coast,,Abidjan,2,16,1996,78.3
Africa,Ivory Coast,,Abidjan,2,17,1996,79.4
Africa,Ivory Coast,,Abidjan,2,18,1996,80.2
Africa,Ivory Coast,,Abidjan,2,19,1996,80
Africa,Ivory Coast,,Abidjan,2,20,1996,80.8
Africa,Ivory Coast,,Abidjan,2,21,1996,81.8
Africa,Ivory Coast,,Abidjan,2,22,1996,81.7
Africa,Ivory Coast,,Abidjan,2,23,1996,81.9
Africa,Ivory Coast,,Abidjan,2,24,1996,82.9
Africa,Ivory Coast,,Abidjan,2,25,1996,83.1
Africa,Ivory Coast,,Abidjan,2,26,1996,83.2
Africa,Ivory Coast,,Abidjan,2,27,1996,82.5
Africa,Ivory Coast,,Abidjan,2,28,1996,83
Africa,Ivory Coast,,Abidjan,2,29,1996,80
Africa,Ivory Coast,,Abidjan,3,1,1996,79.9
Africa,Ivory Coast,,Abidjan,3,2,1996,81.1
Africa,Ivory Coast,,Abidjan,3,3,1996,83.1
Africa,Ivory Coast,,Abidjan,3,4,1996,79.9
Africa,Ivory Coast,,Abidjan,3,5,1996,82.8
Africa,Ivory Coast,,Abidjan,3,6,1996,83.5
Africa,Ivory Coast,,Abidjan,3,7,1996,84.4
Africa,Ivory Coast,,Abidjan,3,8,1996,83.8
Africa,Ivory Coast,,Abidjan,3,9,1996,83.3
Africa,Ivory Coast,,Abidjan,3,10,1996,82.1
Africa,Ivory Coast,,Abidjan,3,11,1996,82.1
Africa,Ivory Coast,,Abidjan,3,12,1996,82.2
Africa,Ivory Coast,,Abidjan,3,13,1996,81.7
Africa,Ivory Coast,,Abidjan,3,14,1996,80.7
Africa,Ivory Coast,,Abidjan,3,15,1996,82.7
Africa,Ivory Coast,,Abidjan,3,16,1996,82
Africa,Ivory Coast,,Abidjan,3,17,1996,81.8
Africa,Ivory Coast,,Abidjan,3,18,1996,83.2
Africa,Ivory Coast,,Abidjan,3,19,1996,84.4
Africa,Ivory Coast,,Abidjan,3,20,1996,82.6
Africa,Ivory Coast,,Abidjan,3,21,1996,81.6
Africa,Ivory Coast,,Abidjan,3,22,1996,79.8
Africa,Ivory Coast,,Abidjan,3,23,1996,82.7
Africa,Ivory Coast,,Abidjan,3,24,1996,82.6
Africa,Ivory Coast,,Abidjan,3,25,1996,83.1
Africa,Ivory Coast,,Abidjan,3,26,1996,84.3
Africa,Ivory Coast,,Abidjan,3,27,1996,84.6
Africa,Ivory Coast,,Abidjan,3,28,1996,85.7
Africa,Ivory Coast,,Abidjan,3,29,1996,84.2
Africa,Ivory Coast,,Abidjan,3,30,1996,81.4
Africa,Ivory Coast,,Abidjan,3,31,1996,83.4
Africa,Ivory Coast,,Abidjan,4,1,1996,82.8
Africa,Ivory Coast,,Abidjan,4,2,1996,84.2
Africa,Ivory Coast,,Abidjan,4,3,1996,81.4
Africa,Ivory Coast,,Abidjan,4,4,1996,83.3
Africa,Ivory Coast,,Abidjan,4,5,1996,84.8
Africa,Ivory Coast,,Abidjan,4,6,1996,80.5
Africa,Ivory Coast,,Abidjan,4,7,1996,83.1
Africa,Ivory Coast,,Abidjan,4,8,1996,85.7
Africa,Ivory Coast,,Abidjan,4,9,1996,81.8
Africa,Ivory Coast,,Abidjan,4,10,1996,84.4
Africa,Ivory Coast,,Abidjan,4,11,1996,81.8
Africa,Ivory Coast,,Abidjan,4,12,1996,85.1
